Name,Duration,IsExplicit,Id,Uri,Artists,MainArtistName,MainArtistId,Album,AlbumId,PlayedAt
Estamos Bien,208079,false,2OWVCFTolecLiGZPquvWvT,spotify:track:2OWVCFTolecLiGZPquvWvT,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,X 100PRE,spotify:album:7CjJb2mikwAWA1V6kewFBF,2022-02-02T15:41:46.483Z
Diles,286040,true,6C1RD7YQVvt3YQj0CmuTeu,spotify:track:6C1RD7YQVvt3YQj0CmuTeu,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}, {""name"": ""Ozuna"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1i8SpTcr7yvPOmcqrbnVXY""}, ""uri"": ""spotify:artist:1i8SpTcr7yvPOmcqrbnVXY"", ""href"": ""https://api.spotify.com/v1/artists/1i8SpTcr7yvPOmcqrbnVXY"", ""type"": ""artist"", ""id"": ""1i8SpTcr7yvPOmcqrbnVXY""}, {""name"": ""Farruko"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/329e4yvIujISKGKz1BZZbO""}, ""uri"": ""spotify:artist:329e4yvIujISKGKz1BZZbO"", ""href"": ""https://api.spotify.com/v1/artists/329e4yvIujISKGKz1BZZbO"", ""type"": ""artist"", ""id"": ""329e4yvIujISKGKz1BZZbO""}, {""name"": ""Arcangel"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X""}, ""uri"": ""spotify:artist:4SsVbpTthjScTS7U2hmr1X"", ""href"": ""https://api.spotify.com/v1/artists/4SsVbpTthjScTS7U2hmr1X"", ""type"": ""artist"", ""id"": ""4SsVbpTthjScTS7U2hmr1X""}, {""name"": ""\u00d1engo Flow"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/12vb80Km0Ew53ABfJOepVz""}, ""uri"": ""spotify:artist:12vb80Km0Ew53ABfJOepVz"", ""href"": ""https://api.spotify.com/v1/artists/12vb80Km0Ew53ABfJOepVz"", ""type"": ""artist"", ""id"": ""12vb80Km0Ew53ABfJOepVz""}, {""name"": ""DJ Luian"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/64aJYyrXljOodnUG6jvhRD""}, ""uri"": ""spotify:artist:64aJYyrXljOodnUG6jvhRD"", ""href"": ""https://api.spotify.com/v1/artists/64aJYyrXljOodnUG6jvhRD"", ""type"": ""artist"", ""id"": ""64aJYyrXljOodnUG6jvhRD""}, {""name"": ""Mambo Kingz"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/2T1aUibqR2QC2sINIDQOAK""}, ""uri"": ""spotify:artist:2T1aUibqR2QC2sINIDQOAK"", ""href"": ""https://api.spotify.com/v1/artists/2T1aUibqR2QC2sINIDQOAK"", ""type"": ""artist"", ""id"": ""2T1aUibqR2QC2sINIDQOAK""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,Diles,spotify:album:6kTizLfVRIbzMzT1tb7dex,2022-02-02T15:34:48.369Z
Solo de Mi,197967,true,5YOkA7qd2983FtBQnP8sYx,spotify:track:5YOkA7qd2983FtBQnP8sYx,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,Solo de Mi,spotify:album:4tpexvNazI77pndY3LdOLX,2022-02-02T15:30:01.448Z
NI BIEN NI MAL,236215,true,278kSqsZIiYp8p3QjYAqa8,spotify:track:278kSqsZIiYp8p3QjYAqa8,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,X 100PRE,spotify:album:7CjJb2mikwAWA1V6kewFBF,2022-02-02T15:18:17.541Z
LA NOCHE DE ANOCHE,203200,false,2XIc1pqjXV3Cr2BQUGNBck,spotify:track:2XIc1pqjXV3Cr2BQUGNBck,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}, {""name"": ""ROSAL\u00cdA"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/7ltDVBr6mKbRvohxheJ9h1""}, ""uri"": ""spotify:artist:7ltDVBr6mKbRvohxheJ9h1"", ""href"": ""https://api.spotify.com/v1/artists/7ltDVBr6mKbRvohxheJ9h1"", ""type"": ""artist"", ""id"": ""7ltDVBr6mKbRvohxheJ9h1""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,EL ÚLTIMO TOUR DEL MUNDO,spotify:album:2d9BCZeAAhiZWPpbX9aPCW,2022-02-02T15:14:20.597Z
Bichiyal,196500,true,4j4w4CXm6BSr0s25wAWrrX,spotify:track:4j4w4CXm6BSr0s25wAWrrX,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}, {""name"": ""Yaviah"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0Y30TbA4p8SAfCzy2AFBa8""}, ""uri"": ""spotify:artist:0Y30TbA4p8SAfCzy2AFBa8"", ""href"": ""https://api.spotify.com/v1/artists/0Y30TbA4p8SAfCzy2AFBa8"", ""type"": ""artist"", ""id"": ""0Y30TbA4p8SAfCzy2AFBa8""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,YHLQMDLG,spotify:album:5lJqux7orBlA1QzyiBGti1,2022-02-02T15:10:56.901Z
Ignorantes,210606,true,3wYRLYuO1M88d8woWUIxct,spotify:track:3wYRLYuO1M88d8woWUIxct,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}, {""name"": ""Sech"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/77ziqFxp5gaInVrF2lj4ht""}, ""uri"": ""spotify:artist:77ziqFxp5gaInVrF2lj4ht"", ""href"": ""https://api.spotify.com/v1/artists/77ziqFxp5gaInVrF2lj4ht"", ""type"": ""artist"", ""id"": ""77ziqFxp5gaInVrF2lj4ht""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,Ignorantes,spotify:album:7Hw9RJbQPN0gUx4xjgFLhj,2022-02-02T15:07:39.946Z
Otra Noche en Miami,233128,true,4vCAzANUWDE24URV6wQ4ra,spotify:track:4vCAzANUWDE24URV6wQ4ra,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,X 100PRE,spotify:album:7CjJb2mikwAWA1V6kewFBF,2022-02-02T15:04:09.437Z
Callaita,250533,true,2TH65lNHgvLxCKXM3apjxI,spotify:track:2TH65lNHgvLxCKXM3apjxI,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}, {""name"": ""Tainy"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0GM7qgcRCORpGnfcN2tCiB""}, ""uri"": ""spotify:artist:0GM7qgcRCORpGnfcN2tCiB"", ""href"": ""https://api.spotify.com/v1/artists/0GM7qgcRCORpGnfcN2tCiB"", ""type"": ""artist"", ""id"": ""0GM7qgcRCORpGnfcN2tCiB""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,Callaita,spotify:album:06S3Qjh4QWLtn6c7CVhYh7,2022-02-02T15:00:15.973Z
Una Vez,232496,true,5J7teKIJGtqVypgYI6sqXj,spotify:track:5J7teKIJGtqVypgYI6sqXj,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}, {""name"": ""Mora"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0Q8NcsJwoCbZOHHW63su5S""}, ""uri"": ""spotify:artist:0Q8NcsJwoCbZOHHW63su5S"", ""href"": ""https://api.spotify.com/v1/artists/0Q8NcsJwoCbZOHHW63su5S"", ""type"": ""artist"", ""id"": ""0Q8NcsJwoCbZOHHW63su5S""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,YHLQMDLG,spotify:album:5lJqux7orBlA1QzyiBGti1,2022-02-02T14:50:56.804Z
ANTES QUE SE ACABE,221186,false,7kjEqI6eZ7YlFrGhxixnlN,spotify:track:7kjEqI6eZ7YlFrGhxixnlN,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,EL ÚLTIMO TOUR DEL MUNDO,spotify:album:2d9BCZeAAhiZWPpbX9aPCW,2022-02-02T14:47:03.196Z
HACIENDO QUE ME AMAS,217768,true,26QApq0cuO9brJigr0C0W4,spotify:track:26QApq0cuO9brJigr0C0W4,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,EL ÚLTIMO TOUR DEL MUNDO,spotify:album:2d9BCZeAAhiZWPpbX9aPCW,2022-02-02T14:39:34.174Z
Si Veo a Tu Mamá,170971,false,41wtwzCZkXwpnakmwJ239F,spotify:track:41wtwzCZkXwpnakmwJ239F,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,YHLQMDLG,spotify:album:5lJqux7orBlA1QzyiBGti1,2022-02-02T14:31:52.249Z
La Difícil,163084,true,6NfrH0ANGmgBXyxgV2PeXt,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,YHLQMDLG,spotify:album:5lJqux7orBlA1QzyiBGti1,2022-02-02T14:29:00.439Z
La Santa,206420,true,69vlMrzHwATKzupwNcUPyK,spotify:track:69vlMrzHwATKzupwNcUPyK,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}, {""name"": ""Daddy Yankee"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4VMYDCV2IEDYJArk749S6m""}, ""uri"": ""spotify:artist:4VMYDCV2IEDYJArk749S6m"", ""href"": ""https://api.spotify.com/v1/artists/4VMYDCV2IEDYJArk749S6m"", ""type"": ""artist"", ""id"": ""4VMYDCV2IEDYJArk749S6m""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,YHLQMDLG,spotify:album:5lJqux7orBlA1QzyiBGti1,2022-02-02T14:26:17.726Z
TE MUDASTE,130013,true,5RubKOuDoPn5Kj5TLVxSxY,spotify:track:5RubKOuDoPn5Kj5TLVxSxY,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,EL ÚLTIMO TOUR DEL MUNDO,spotify:album:2d9BCZeAAhiZWPpbX9aPCW,2022-02-02T14:22:50.355Z
Vete,192024,true,5DxXgozhkPLgrbKFY91w0c,spotify:track:5DxXgozhkPLgrbKFY91w0c,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,Vete,spotify:album:3fxzSn0ObgCjLadyR53ohN,2022-02-02T14:20:40.398Z
Si Estuviésemos Juntos,169247,true,35wvL50xvKpCHEJPxLOLPI,spotify:track:35wvL50xvKpCHEJPxLOLPI,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,X 100PRE,spotify:album:7CjJb2mikwAWA1V6kewFBF,2022-02-02T14:17:27.549Z
DÁKITI,205090,true,47EiUVwUp4C9fGccaPuUCS,spotify:track:47EiUVwUp4C9fGccaPuUCS,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}, {""name"": ""Jhay Cortez"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0EFisYRi20PTADoJrifHrz""}, ""uri"": ""spotify:artist:0EFisYRi20PTADoJrifHrz"", ""href"": ""https://api.spotify.com/v1/artists/0EFisYRi20PTADoJrifHrz"", ""type"": ""artist"", ""id"": ""0EFisYRi20PTADoJrifHrz""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,DÁKITI,spotify:album:43dl8hP5uNN9s6YeeJA5fv,2022-02-02T14:14:37.527Z
Yonaguni,206710,true,2JPLbjOn0wPCngEot2STUS,spotify:track:2JPLbjOn0wPCngEot2STUS,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,Yonaguni,spotify:album:6VSOIs13DaSG2IPilNviX5,2022-02-02T14:11:12.172Z
A Tu Merced,175918,false,4r9jkMEnArtWGH2rL2FZl0,spotify:track:4r9jkMEnArtWGH2rL2FZl0,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,YHLQMDLG,spotify:album:5lJqux7orBlA1QzyiBGti1,2022-02-02T13:58:37.606Z
De Museo,209770,false,267NGliXM8YLVZiKAD9Otm,spotify:track:267NGliXM8YLVZiKAD9Otm,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,De Museo,spotify:album:27ei92dKdKhBVhEVA2ziRR,2022-01-29T11:11:03.033Z
ANTES QUE SE ACABE,221186,false,7kjEqI6eZ7YlFrGhxixnlN,spotify:track:7kjEqI6eZ7YlFrGhxixnlN,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,EL ÚLTIMO TOUR DEL MUNDO,spotify:album:2d9BCZeAAhiZWPpbX9aPCW,2022-01-27T09:57:28.479Z
De Museo,209770,false,267NGliXM8YLVZiKAD9Otm,spotify:track:267NGliXM8YLVZiKAD9Otm,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,De Museo,spotify:album:27ei92dKdKhBVhEVA2ziRR,2022-01-26T19:31:38.833Z
De Museo,209770,false,267NGliXM8YLVZiKAD9Otm,spotify:track:267NGliXM8YLVZiKAD9Otm,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,De Museo,spotify:album:27ei92dKdKhBVhEVA2ziRR,2022-01-23T21:21:23.513Z
DÁKITI,205090,true,47EiUVwUp4C9fGccaPuUCS,spotify:track:47EiUVwUp4C9fGccaPuUCS,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}, {""name"": ""Jhay Cortez"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0EFisYRi20PTADoJrifHrz""}, ""uri"": ""spotify:artist:0EFisYRi20PTADoJrifHrz"", ""href"": ""https://api.spotify.com/v1/artists/0EFisYRi20PTADoJrifHrz"", ""type"": ""artist"", ""id"": ""0EFisYRi20PTADoJrifHrz""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,DÁKITI,spotify:album:43dl8hP5uNN9s6YeeJA5fv,2022-01-23T11:00:04.379Z
ANTES QUE SE ACABE,221186,false,7kjEqI6eZ7YlFrGhxixnlN,spotify:track:7kjEqI6eZ7YlFrGhxixnlN,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,EL ÚLTIMO TOUR DEL MUNDO,spotify:album:2d9BCZeAAhiZWPpbX9aPCW,2022-01-22T21:06:33.557Z
Yonaguni,206710,true,2JPLbjOn0wPCngEot2STUS,spotify:track:2JPLbjOn0wPCngEot2STUS,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,Yonaguni,spotify:album:6VSOIs13DaSG2IPilNviX5,2022-01-22T20:49:59.031Z
De Museo,209770,false,267NGliXM8YLVZiKAD9Otm,spotify:track:267NGliXM8YLVZiKAD9Otm,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,De Museo,spotify:album:27ei92dKdKhBVhEVA2ziRR,2022-01-22T20:36:01.096Z
DÁKITI,205090,true,47EiUVwUp4C9fGccaPuUCS,spotify:track:47EiUVwUp4C9fGccaPuUCS,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}, {""name"": ""Jhay Cortez"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0EFisYRi20PTADoJrifHrz""}, ""uri"": ""spotify:artist:0EFisYRi20PTADoJrifHrz"", ""href"": ""https://api.spotify.com/v1/artists/0EFisYRi20PTADoJrifHrz"", ""type"": ""artist"", ""id"": ""0EFisYRi20PTADoJrifHrz""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,DÁKITI,spotify:album:43dl8hP5uNN9s6YeeJA5fv,2022-01-22T20:21:06.416Z
A Tu Merced,175918,false,4r9jkMEnArtWGH2rL2FZl0,spotify:track:4r9jkMEnArtWGH2rL2FZl0,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,YHLQMDLG,spotify:album:5lJqux7orBlA1QzyiBGti1,2022-01-19T18:41:31.198Z
Callaita,250533,true,2TH65lNHgvLxCKXM3apjxI,spotify:track:2TH65lNHgvLxCKXM3apjxI,"[{""name"": ""Bad Bunny"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""}, ""uri"": ""spotify:artist:4q3ewBCX7sLwd24euuV69X"", ""href"": ""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"", ""type"": ""artist"", ""id"": ""4q3ewBCX7sLwd24euuV69X""}, {""name"": ""Tainy"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0GM7qgcRCORpGnfcN2tCiB""}, ""uri"": ""spotify:artist:0GM7qgcRCORpGnfcN2tCiB"", ""href"": ""https://api.spotify.com/v1/artists/0GM7qgcRCORpGnfcN2tCiB"", ""type"": ""artist"", ""id"": ""0GM7qgcRCORpGnfcN2tCiB""}]",Bad Bunny,4q3ewBCX7sLwd24euuV69X,Callaita,spotify:album:06S3Qjh4QWLtn6c7CVhYh7,2022-01-19T18:27:40.308Z
